code,description
M-110,CHANGES TO THE PACKAGE INSERT TO REFLECT THE RESULTS OF THE STUDY OF HEART AND RENAL PROTECTION (SHARP) TRIAL
M-44,CLINICAL INFORMATION ADDED TO THE PEDIATRIC USE SUBSECTION OF PRECAUTIONS REGARDING THE USE OF NOVOLOG IN ADOLESCENTS WITH TYPE I DIABETES AGE 6 TO 18
D-65,CHANGE DOSING AND ADMINISTRATION TO INDICATE MAINTENANCE OF WEIGHT LOSS OVER AN 18 MONTH PERIOD THUS EXTENDING THE USE OF THIS DRUG FROM ONE TO TWO YEARS
ODE-340,TREATMENT OF ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WITH ADVANCED OR METASTATIC RET-MUTANT MEDULLARY THYROID CANCER (MTC) WHO REQUIRE SYSTEMIC THERAPY
I-892,CHRONIC WEIGHT MANAGEMENT IN ADULT AND PEDIATRIC PATIENTS 6 YEARS OF AGEAND OLDER WITH BARDET-BIEDL SYNDROME (BBS)
D-130,"DOSING RECOMMENDATIONS FOR TREATMENT OF HIV-1 INFECTION DURING PREGNANCY BASED ON DATA FROM STUDY AI424-182, A STUDY OF ATAZANAVIR/RITONAVIR IN COMBINATION WITH ZIDOVUDINE/LAMIVUDINE IN HIV INFECTED PREGNANT WOMEN"
ODE-257,"IN COMBO W/ DEXAMETHASONE FOR ADULTS W/ RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO RECEIVED AT LEAST 4 PRIOR THERAPIES AND REFRACTORY TO AT LEAST 2 PROTEASOME INHIBITORS, AT LEAST 2 IMMUNOMODULATORY AGENTS, AND AN ANTI-CD38 MONOCLONAL ANTIBODY"
I-345,TREATMENT OF POSTTRAUMATIC STRESS DISORDER
I-187,PREVENTION OF FRACTURES IN THE TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS
D-153,"IN COMBINATION WITH RIBAVIRIN FOR 12 WEEKS, FOR THE TREATMENT OF GENOTYPE 1, CHRONIC HEPATITIS C TREATMENT EXPERIENCED PATIENTS WITH COMPENSATED CIRRHOSIS BASED UPON THE RESULTS OF THE SIRIUS STUDY"
I-480,PROPHYLAXIS OF INFLUENZA FOR PATIENTS BETWEEN 1-12 YEARS OF AGE
I-723,AS A SINGLE AGENT FOR THE TREATMENT OF PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO HAVE RECEIVED ONE OR MORE LINES OF THERAPY
I-464,TREATMENT OF MODERATE TO SEVERE PRIMARY RESTLESS LEGS SYNDROME
I-819,"ADJUNCT TO MAX TOLERATED STATIN TX TO REDUCE RISK OF MI, STROKE, CORONARY REVASCULARIZATION, & UNSTABLE ANGINA REQUIRING HOSPITALIZATION IN ADULTS W/ ELEVATED TG LEVELS & ESTABLISHED CV DISEASE OR DIABETES MELLITUS & 2+ RISK FACTORS FOR CV DISEASE"
I-765,ABIRATERONE ACETATE IN COMBINATION WITH PREDNISONE FOR THE TREATMENT OF PATIENTS WITH METASTATIC HIGH-RISK CASTRATION-SENSITIVE PROSTATE CANCER
NP,NEW PRODUCT
I-231,TREATMENT OF PATIENTS WITH LOCALLY ADVANCED OR METASTATIC BREAST CANCER AFTER FAILURE OF PRIOR CHEMOTHERAPY
ODE-205,INDICATED FOR THE TREATMENT OF ADULTS WITH A CONFIRMED DIAGNOSIS OF FABRY DISEASE AND AN AMENABLE GALACTOSIDASE ALPHA GENE (GLA) VARIANT BASED ON IN VITRO ASSAY DATA
I-691,INDICATED TO REDUCE THE RISK OF RECURRENT DEEP VEIN THROMBOSIS (DVT) AND PULMONARY EMBOLISM (PE) FOLLOWING INITIAL THERAPY
I-428,FOR USE IN COMBINATION WITH PACLITAXEL FOR THE FIRST-LINE TREATMENT OF PATIENTS WITH METASTATIC BREAST CANCER AFTER FAILURE OF PRIOR ANTHRACYCLINE CONTAINING ADJUVANT CHEMOTHERAPY UNLESS ANTHRACYCLINES WERE CLINICALLY CONTRAINDICATED
I-265,TREATMENT OF ATOPIC DERMATITIS IN PEDIATRIC PATIENTS 6 YEARS AND OLDER
ODE-18,ADJUNCTIVE TREATMENT OF SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME INPATIENTS 2 YEARS OF AGE OR OLDER
M-291,REVISIONS TO THE USE IN SPECIFIC POPULATIONS SECTION OF THE PACKAGE INSERT TO INCLUDE THE RESULT OF STUDY P145
I-253,COMBINATION USE OF PRECOSE FOR PATIENTS WITH TYPE 2 DIABETES TREATED WITH DIET PLUS INSULIN
I-872,ADDITION OF THE INDICATION OF TREATMENT OF CHRONIC GRAFT-VERSUS-HOST DISEASE (CGVHD) AFTER FAILURE OF ONE OR TWO LINES OF SYSTEMIC THERAPY IN ADULT AND PEDIATRIC PATIENTS 12 YEARS AND OLDER
D-134,INCREASING MAXIMUM DOSING OF PATIENTS WITH SCHIZOPHRENIA TO 160 MG/DAY
I-40,PRIMARY NOCTURNAL ENURESIS
I-631,PREVENTION OF RELAPSE TO OPIOID DEPENDENCE FOLLOWING OPIOID DETOXIFICATION
I-138,TREATMENT OF ACUTE RECURRENT GENITAL HERPES
I-751,TREATMENT OF TARDIVE DYSKINESIA
I-896,INDICATED FOR THE TOPICAL TREATMENT OF NONSEGMENTAL VITILIGO IN ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER
D-173,DOSING RECOMMENDATION FOR THE USE OF ELVITEGRAVIR/COBICISTAT/EMTRICITABINE/TENOFOVIR ALAFENAMIDE FIXED DOSE COMBINATION IN HIV-1 INFECTED ADULT PATIENTS WITH END-STAGE-RENAL DISEASE WHO ARE RECEIVING CHRONIC HEMODIALYSIS
D-29,INCREASE OF CUMULATIVE DOSE TO 0.3MMOL/KG FOR MRI OF CNS IN ADULTS
M-17,INFORMATION REGARDING USE OF ULTANE IN PEDIATRIC PATIENTS WITH CONGENITAL HEART DISEASE
I-362,"TREATMENT OF PANIC DISORDER, WITH OR WITHOUT AGORAPHOBIA"
M-37,INFORMATION ADDED TO THE LABELING THAT DETAILS INFORMATION RELATIVE TO STUDIES DONE IN PEDIATRIC POPULATIONS IN THE CLINICAL PHARMACOLOGY AND PEDIATRIC USE SUBSECTIONS
M-259,INFORMATION ADDED TO THE LABELING REGARDING SAFETY AND EFFICACY IN SUBJECTS WITH HCV SUBTYPE 3B INFECTION
I-59,"ENDOSCOPICALLY DIAGNOSED ESOPHAGITIS, INCLUDING EROSIVE AND ULCERATIVE ESOPHAGITIS, AND ASSOCIATED HEARTBURN DUE TO GASTROESOPHAGEAL REFLUX DISEASE"
ODE-150,TO REDUCE THE ACUTE COMPLICATIONS OF SICKLE CELL DISEASE IN ADULT AND PEDIATRIC PATIENTS 5 YEARS OF AGE AND OLDER.
ODE-179,TREATMENT OF PATIENTS WITH CLL AND TREATMENT OF PATIENTS WITH INDOLENT B-CELL NHL THAT HAS PROGRESSED DURING OR WITHIN SIX MONTHS OF TREATMENT WITH RITUXIMAB OR A RITUXIMAB CONTAINING REGIMEN
M-224,INFORMATION ADDED TO THE LABELING REGARDING THE SAFETY AND EFFICACY OF EXENATIDE EXTENDED RELEASE AS ADD-ON IN PATIENTS WITH TYPE 2 DIABETES WHO HAVE INADEQUATE GLYCEMIC CONTROL ON BASAL INSULIN GLARGINE WITH OR WITHOUT METFORMIN
I-604,PREVENTION OF CMV DISEASE IN KIDNEY AND HEART TRANSPLANT PATIENTS 4 MONTHS TO 16 YEARS AT HIGH RISK
D-118,"TWO 400MG TABLETS ONCE DAILY, CO-ADMINISTERED WITH 100MG RITONAVIR"
M-185,UPDATES TO THE LABELING TO INCLUDE RESULTS OF A TRIAL TO EVALUATE THE SAFETY OF MOXIFLOXACIN IN PEDIATRIC PATIENTS WITH COMPLICATED INTRA-ABDOMINAL INFECTIONS
I-88,MANAGEMENT OF ENDOMETRIOSIS
I-20,KNEE ARTHROGRAPHY
ODE-404,TREATMENT OF ADULTS WITH RELAPSED OR REFRACTORY MYELOID/LYMPHOID NEOPLASMS (MLNS) WITH FIBROBLAST GROWTH FACTOR RECEPTOR 1 (FGFR1) REARRANGEMENT
M-140,"INFORMATION ADDED TO THE PEDIATRIC USE SECTION OF THE LABELING REGARDING USE OF LATISSE IN PATIENTS WHO WERE POST-CHEMOTHERAPY OR HAD ALOPECIA AREATA, AND ADOLESCENTS WHO HAD HYPERTRICHOSIS WITH NO ASSOCIATED MEDICAL CONDITION"
I-898,FOR THE MANAGEMENT OF MODERATE TO SEVERE PAIN ASSOCIATED WITH ENDOMETRIOSIS
I-427,TREATMENT OF ACUTE DEEP VEIN THROMBOSIS WITHOUT PULMONARY EMBOLISM WHEN ADMINISTERED IN CONJUNCTION WITH WARFARIN SODIUM
ODE-165,PROPHYLAXIS OF CYTOMEGALOVIRUS (CMV) INFECTION AND DISEASE IN ADULT CMV-SEROPOSITIVE RECIPIENTS [R+] OF AN ALLOGENEIC HEMATOPOIETIC STEM CELL TRANSPLANT (HSCT)
I-397,EXTENDED PROPHYLAXIS IN PATIENTS UNDERGOING HIP FRACTURE SURGERY
ODE-34,TREATMENT OF ADULT PATIENTS WITH CUSHINGS DISEASE FOR WHOM PITUITARY SURGERY IS NOT AN OPTION OR HAS NOT BEEN CURATIVE
I-241,USE IN PHOTODYNAMIC THERAPY (PDT) FOR REDUCTION OF OBSTRUCTION AND PALLIATION OF SYMPTOMS IN PATIENTS WITH COMPLETELY OR PARTIALLY OBSTRUCTING ENDOBRONCHIAL NONSMALL CELL LUNG CANCER
ODE-311,INDICATED AS A SOURCE OF CALORIES AND FATTY ACIDS FOR THE TREATMENT OF PEDIATRIC AND ADULT PATIENTS WITH MOLECULARLY CONFIRMED LONG-CHAIN FATTY ACID OXIDATION DISORDERS (LC-FAOD)
I-596,USE AS ADJUNCTIVE THERAPY WITH LITHIUM OR VALPROATE FOR THE MAINTENANCE TREATMENT OF BIPOLAR I DISORDER
I-109,TYPHOID FEVER
I-656,"MANAGEMENT OF NEUROPATHIC PAIN ASSOCIATED WITH DIABETIC PERIPHERAL NEUROPATHY (DPN) IN ADULTS WHEN A CONTINUOUS, AROUND-THE-CLOCK OPIOID ANALGESIC IS NEEDED FOR AN EXTENDED PERIOD OF TIME"
M-262,REVISIONS TO THE USE IN SPECIFIC POPULATIONS SECTION OF THE PACKAGE INSERT TO INCLUDE THE RESULT OF STUDY P146 TO FULFILL THE REQUIREMENTS OF PMR 3003-4
I-417,USE IN THE LONG TERM TREATMENT OF BIPOLAR I DISORDER
ODE-21,AN ADJUNCT TO AB EXTERNO GLAUCOMA SURGERY
I-873,TREATMENT OF ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WITH LOCALLY ADVANCED OR METASTATIC DIFFERENTIATED THYROID CANCER (DTC) THAT HAS PROGRESSED FOLLOWING PRIOR VEGFR-TARGETED THERAPY AND WHO ARE RADIOACTIVE IODINE-REFRACTORY OR INELIGIBLE
I-857,"TO REDUCE THE RISK OF SUSTAINED EGFR DECLINE, END-STAGE KIDNEY DISEASE, CARDIOVASCULAR DEATH, AND HOSPITALIZATION FOR HEART FAILURE IN ADULTS WITH CHRONIC KIDNEY DISEASE AT RISK OF PROGRESSION"
M-231,"REVISIONS TO THE USE IN SPECIFIC POPULATIONS SECTION (SECTION 8.3) OF THE PACKAGE INSERT WITH THE RESULTS OF CLINICAL TRIAL WV25651, CONDUCTED TO EVALUATE THE EFFECT OF VALGANCYCLOVIR ON SPERMATOGENESIS AND TO FULFILL PMR 1670-3"
ODE-112,"FOR THE TREATMENT OF ADULT AND PEDIATRIC PATIENTS WITH HEPATIC VENO-OCCLUSIVE DISEASE (VOD), ALSO KNOWN AS SINUSOIDAL OBSTRUCTION SYNDROME (SOS), WITH RENAL OR PULMONARY DYSFUNCTION FOLLOWING HEMATOPOIETIC STEM CELL TRANSPLANTATION (HSCT)."
M-247,REVISIONS TO THE LABELING REGARDING CONTINUOUS SUBCUTANEOUS INSULIN INFUSION AS A CONDITION OF USE FOR INSULIN ASPART
I-507,"ADJUNCT TO DIET TO REDUCE TOTAL-C, LDL-C AND APO B LEVELS IN ADOLESCENT BOYS AND GIRLS WHO ARE AT LEAST ONE YEAR POST-MENARCHE, 10-16 YEARS OF AGE, WITH HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA"
M-261,ADDITIONAL INFORMATION ADDED TO THE LABELING REGARDING THE USE IN PATIENTS ON CHRONIC HEMODIALYSIS
I-822,"REDUCE THE RISK OF MAJOR ADVERSE CARDIOVASCULAR EVENTS (CARDIOVASCULAR DEATH, NON-FATAL MYOCARDIAL INFARCTION OR NON-FATAL STROKE) IN ADULTS WITH TYPE 2 DIABETES MELLITUS AND ESTABLISHED CARDIOVASCULAR DISEASE"
M-85,INFORMATION ADDED TO LABELING REGARDING USE OF PREVACID IN PATIENTS LESS THAN 1 YEAR WITH SYMPTOMATIC GERD
M-274,REVISIONS TO THE LABELING TO INCLUDE RESULTS FROM CLINICAL STUDY CBAF312A2130
I-617,MAINTENANCE OF GENERALIZED ANXIETY DISORDER (GAD)
ODE-151,TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY ACUTE MYELOID LEUKEMIA WITH AN ISOCITRATE DEHYDROGENASE-2 (IDH2) MUTATION AS DETECTED BY AN FDA-APPROVED TEST
M-145,ADDITION OF INFORMATION ABOUT LONG-TERM TREATMENT OF PULMONARY ARTERIAL HYPERTENSION TO THE CLINICAL STUDIES SECTION OF THE LABELING
ODE-267,"INDICATED IN COMBINATION WITH HIGH FLUID INTAKE, ALKALI, AND DIET MODIFICATION, FOR THE PREVENTION OF CYSTINE STONE FORMATION IN PEDIATRIC PATIENTS 20KG TO 9 YEARS OF AGE W/SEVERE HOMOZYGOUS CYSTINURIA, WHO ARE NOT RESPONSIVE TO THESE MEASURES ALONE"
M-252,ADDITION OF INFORMATION TO CLINICAL STUDIES SECTION REGARDING CARDIOVASCULAR OUTCOME
M-286,INFORMATION ADDED TO CLINICAL PHARMACOLOGY SECTION TO INCLUDE RESULTS FROM STUDY ORGN001-102
ODE,ORPHAN DRUG EXCLUSIVITY
ODE-345,IN PEDIATRIC AND ADULT PATIENTS AS ADJUNCTIVE THERAPY TO STANDARD OF CARE FOR THE TREATMENT OF ACUTE HYPERAMMONEMIA DUE TO PROPIONIC ACIDEMIA (PA) OR METHYLMALONIC ACIDEMIA (MMA)
ODE-269,"PROPHYLAXIS OF ORGAN REJECTION IN PEDIATRIC PATIENTS RECEIVING ALLOGENEIC KIDNEY TRANSPLANT, LIVER TRANSPLANTS, AND HEART TRANSPLANT, IN COMBINATION WITH OTHER IMMUNOSUPPRESSANTS"
D-103,"NEW DOSING RECOMMENDATION FOR THE TREATMENT OF RECURRENT GENITAL HERPES IN IMMUNOCOMPETENT PATIENTS, SPECIFICALLY A REDUCTION IN COURSE OF THERAPY FROM FAMCICLOVIR 125 MG TWICE-A-DAY FOR 5 DAYS TO 1000 MG TWICE-A-DAY FOR 1 DAY."
I-726,EXPANSION OF THE PATIENT POPULATION TO INCLUDE PATIENTS WITH RECURRENCE OF HEPATITIS C VIRUS (HCV) GENOTYPE 1 OR 3 AFTER LIVER TRANSPLANTATION
I-72,PREVENTION OF CMV DISEASE IN TRANSPLANT PATIENTS AT RISK FOR CMV DISEASE
I-739,TO REDUCE THE RISK OF CARDIOVASCULAR DEATH IN ADULT PATIENTS WITH TYPE 2 DIABETES MELLITUS AND ESTABLISHED CARDIOVASCULAR DISEASE
ODE-145,TREATMENT OF PATIENTS WITH METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) WHOSE TUMORS ARE ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE AS DETECTED BY AN FDA-APPROVED TEST
ODE-220,INDICATED FOR THE TREATMENT OF ADULT AND PEDIATRIC PATIENTS WITH SOLID TUMORS THAT ARE METASTATIC OR WHERE SURGICAL RESECTION IS LIKELY TO RESULT IN SEVERE MORBIDITY
ODE-424,"TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY MANTLE CELL LYMPHOMA (MCL) AFTER AT LEAST TWO LINES OF SYSTEMIC THERAPY, INCLUDING A BTK INHIBITOR"
ODE-159,"FOR TREATMENT OF PATIENTS WITH ANAPLASTIC LYMPHOMA KINASE (ALK) POSITIVE, METASTATIC NON-SMALL-CELL LUNG CANCER (NSCLC) AS DETECTED BY AN FDA APPROVED TEST, EXCLUDING PATIENTS WHO HAVE PROGRESSED ON OR ARE INTOLERANT TO CRIZOTINIB"
ODE-23,ADVANCED SOFT TISSUE SARCOMA (STS) WHO HAVE RECEIVED PRIOR CHEMOTHERAPY
I-388,TREATMENT OF PATIENTS WITH LEFT VENTRICULAR DYSFUNCTION FOLLOWING MYOCARDIAL INFARCTION
I-93,PREVENTION OF EXERCISE-INDUCED BRONCHOSPASM IN CHILDREN AGES 4-11 YEARS
ODE-107,TREATMENT OF PATIENTS WITH UNRESECTABLE OR METASTATIC LIPOSARCOMA WHO HAVE RECEIVED A PRIOR ANTHRACYCLNE-CONTAINING REGIMEN
I-684,"PREVENTION OF ACUTE NAUSEA AND VOMITING ASSOCIATED WITH INITIAL AND REPEAT COURSES OF EMETOGENIC CANCER CHEMOTHERAPY, INCLUDING HIGHLY EMETOGENIC CANCER CHEMOTHERAPY IN PEDIATRIC PATIENTS AGED 1 MONTH TO LESS THAN 17 YEARS"
I-279,TREATMENT OF POST-TRAUMATIC STRESS DISORDER
ODE-281,INDICATED FOR THE TREATMENT OF SICKLE CELL DISEASE (SCD) IN ADULTS AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER
ODE-130,TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY IN PATIENTS 5 YEARS OF AGE AND OLDER
I-692,INDICATED FOR MANAGEMENT OF OSTEOARTHRITIS PAIN.
ODE-90,TREATMENT OF INVASIVE MUCORMYCOSIS IN PATIENTS 18 YEARS OF AGE AND OLDER
ODE-386,FOR THE TREATMENT OF ADULT PATIENTS WITH LOCALLY ADVANCED UNRESECTABLE OR METASTATIC MALIGNANT PERIVASCULAR EPITHELIOID CELL TUMOR (PECOMA)
M-69,RESULTS OF STUDY OF COMBINATION THERAPY AND NON-INFERIORITY STUDY
ODE-432,TREATMENT OF AMYOTROPHIC LATERAL SCLEROSIS (ALS) IN ADULTS WHO HAVE A MUTATION IN THE SUPEROXIDE DISMUTASE 1 (SOD1) GENE
