struct_id,strength,patent_no,description,trade_name,applicant,appl_type,appl_no,type,dose_form,route,approval_date,patent_expire_date
179,10MG/4ML (2.5MG/ML),9545426,PREVENTION OF POST-OPERATIVE NAUSEA AND VOMITING,BARHEMSYS,ACACIA,N,209510,RX,SOLUTION,INTRAVENOUS,2020-09-01,2031-03-10
4135,40MG,7659253,FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,021977,RX,CAPSULE,ORAL,2007-12-10,2023-02-24
1413,500MG,10881632,USE OF VASCEPA TO REDUCE TRIGLYCERIDE LEVELS IN AN ADULT PATIENT ON STATIN THERAPY AND HAVING ATRIAL FIBRILLATION AND TRIGLYCERIDE LEVELS OF GREATER THAN 500 MG/DL,VASCEPA,AMARIN PHARMS,N,202057,RX,CAPSULE,ORAL,2017-02-16,2030-04-29
5448,EQ 7.8MG BASE;EQ 39.2MG BASE,10858341,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER (ADHD) WITH SERDEXMETHYLPHENIDATE AND DEXMETHYLPHENIDATE,AZSTARYS,COMMAVE THERAP,N,212994,RX,CAPSULE,ORAL,2021-05-07,2037-12-09
230,125MG/KIT,8258132,PREVENTION OF NAUSEA AND VOMITING ASSOCIATED WITH CHEMOTHERAPY (CINV),EMEND,MSD MERCK CO,N,207865,RX,FOR SUSPENSION,ORAL,2015-12-17,2027-09-26
2034,7.5MG,8808737,METHOD OF ADMINISTRATION OF CONTROLLED RELEASE OXYMORPHONE,OPANA ER,ENDO PHARMS,N,201655,DISCN,"TABLET, EXTENDED RELEASE",ORAL,2011-12-09,2027-06-21
5285,EQ 20MG BASE,8765764,TREATMENT OF THROMBOCYTOPENIA IN AN ADULT PATIENT WITH CHRONIC LIVER DISEASE WHO IS SCHEDULED TO UNDERGO A PROCEDURE,DOPTELET,AKARX INC,N,210238,RX,TABLET,ORAL,2018-05-21,2023-01-15
4554,0.1MG/INH;EQ 0.0625MG BASE/INH;EQ 0.025MG BASE/INH,RE44874,"INDICATED FOR THE LONG-TERM, ONCE-DAILY, MAINTENANCE TREATMENT OF PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD), INCLUDING CHRONIC BRONCHITIS AND/OR EMPHYSEMA; AND ASTHMA",TRELEGY ELLIPTA,GLAXOSMITHKLINE,N,209482,RX,POWDER,INHALATION,2017-09-18,2023-03-23
4810,140MG,9540382,TREATMENT OF CHRONIC LYMPHOCYTIC LEUKEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,205552,RX,CAPSULE,ORAL,2013-11-13,2033-08-18
852,7.5MG/SPRAY,8927497,"NASAL ADMINISTRATION OF DIAZEPAM FOR TREATMENT OF INTERMITTENT, STEREOTYPIC EPISODES OF FREQUENT SEIZURE ACTIVITY IN PATIENTS 6 YEARS OF AGE AND OLDER",VALTOCO,NEURELIS INC,N,211635,RX,SPRAY,NASAL,2020-01-10,2025-07-21
4187,200MG,7825137,"METHOD OF REVERSING OR INHIBITING THE PROGRESS OF UNRESECTABLE, RECURRENT, OR REFRACTORY INFLAMMATORY MYOFIBROBLASTIC TUMOR (IMT) THAT IS ALK-POSITIVE IN ADULT AND PEDIATRIC PATIENTS 1 YEAR OF AGE AND OLDER",XALKORI,PF PRISM CV,N,202570,RX,CAPSULE,ORAL,2011-08-26,2027-05-12
2571,0.01%;0.045%,10478502,TOPICAL TREATMENT OF PLAQUE PSORIASIS IN ADULTS,DUOBRII,BAUSCH,N,209354,RX,LOTION,TOPICAL,2019-04-25,2031-11-02
1725,12.5MG;500MG,10258637,METHOD OF TREATING TYPE 2 DIABETES MELLITUS IN A PATIENT WITH RENAL IMPAIRMENT (45 ML/MIN/1.73 M2<=EGFR<60 ML/MIN/1.73 M2) BY ONCE DAILY ADMINISTRATION OF 10 MG OR 25 MG OF EMPAGLIFLOZIN,SYNJARDY,BOEHRINGER INGELHEIM,N,206111,RX,TABLET,ORAL,2015-08-26,2034-04-03
2029,4.8MG;40MG,8685443,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG TERM OPIOID TREATMENT BY ORALLY ADMINISTERING A PLURALITY OF COMPOSITE SUBUNITS AS CLAIMED",TROXYCA ER,PFIZER,N,207621,DISCN,"CAPSULE, EXTENDED RELEASE",ORAL,2016-08-19,2025-07-03
5227,EQ 40MG BASE,10844058,TREATMENT OF TARDIVE DYSKINESIA,INGREZZA,NEUROCRINE,N,209241,RX,CAPSULE,ORAL,2017-04-11,2036-10-28
144,EQ 193MG BASE,8895616,TREATMENT OF PARKINSONS DISEASE,OSMOLEX ER,ADAMAS OPERATIONS,N,209410,RX,"TABLET, EXTENDED RELEASE",ORAL,2018-02-16,2025-11-23
5372,"50MG,37.5MG,25MG; 75MG",10081621,TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA WITH A COMPOSITION ACCORDING TO CLAIM 1 OF US 10081621,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,212273,RX,TABLET,ORAL,2021-06-08,2031-03-25
5203,EQ 200MG BASE,7531530,"A METHOD FOR TREATING METASTATIC CASTRATION-RESISTANT PROSTATE CANCER (MCRPC), WHEREIN THE CANCER IS ASSOCIATED WITH A DELETERIOUS BRCA-MUTATION",RUBRACA,ZR PHARMA,N,209115,RX,TABLET,ORAL,2016-12-19,2024-07-23
4829,10MG,6962940,USE OF OTEZLA (APREMILAST) FOR INHIBITING PDE4,OTEZLA,AMGEN INC,N,205437,RX,TABLET,ORAL,2014-03-21,2023-03-19
5379,200MG,9200002,"TREATMENT OF ADVANCED SYSTEMIC MASTOCYTOSIS, INCLUDING PATIENTS WITH AGGRESSIVE SYSTEMIC MASTOCYTOSIS (ASM), SYSTEMIC MASTOCYTOSIS WITH AN ASSOCIATED HEMATOLOGICAL NEOPLASM (SM-AHN), AND MAST CELL LEUKEMIA (MCL)",AYVAKIT,BLUEPRINT MEDICINES,N,212608,RX,TABLET,ORAL,2020-01-09,2034-10-15
4816,EQ 62.5MCG BASE/INH,8183257,"INDICATED FOR THE LONG-TERM, ONCE-DAILY, MAINTENANCE TREATMENT OF AIRFLOW OBSTRUCTION IN PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD), INCLUDING CHRONIC BRONCHITIS AND/OR EMPHYSEMA.",INCRUSE ELLIPTA,GLAXO GRP ENGLAND,N,205382,RX,POWDER,INHALATION,2014-04-30,2025-07-27
2807,EQ 2GM BASE/400ML (EQ 5MG BASE/ML),10188697,METHOD OF TREATING BACTERIAL INFECTIONS,VANCOMYCIN HYDROCHLORIDE,XELLIA PHARMS APS,N,211962,RX,SOLUTION,INTRAVENOUS,2019-02-15,2035-11-06
4340,EQ 25MG BASE;EQ 30MG BASE,7807689,METHOD OF TREATING DIABETES COMPRISING ADMINISTERING ALOGLIPTIN,OSENI,TAKEDA PHARMS USA,N,022426,RX,TABLET,ORAL,2013-01-25,2028-06-27
4749,60MG,8470890,TREATMENT OF DYSPAREUNIA ASSOCIATED WITH MENOPAUSE,OSPHENA,DUCHESNAY,N,203505,RX,TABLET,ORAL,2013-02-26,2024-02-13
2389,25MG,9446135,TREATMENT OF SCHIZOPHRENIA IN ADULTS,RYKINDO,SHANDONG LUYE,N,212849,RX,"FOR SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2023-01-13,2032-04-10
5010,188MG/PACKET;150MG/PACKET,11564916,TREATMENT OF CF IN A PATIENT AGE 1 TO <6 YEARS AND WEIGHING 7 KG OR MORE WHO IS HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING THE COMPOSITION RECITED IN CLAIM 1 OF US 11564916,ORKAMBI,VERTEX PHARMS INC,N,211358,RX,GRANULE,ORAL,2018-08-07,2029-08-13
4758,50MG;500MG,8222219,"REDUCTION OF RISK OF END STAGE KIDNEY DISEASE, DOUBLING OF SERUM CREATININE, CARDIOVASCULAR DEATH, AND HOSPITALIZATION FOR HEART FAILURE IN THE TREATMENT OF TYPE 2 DIABETES MELLITUS PATIENTS",INVOKAMET,JANSSEN PHARMS,N,204353,RX,TABLET,ORAL,2014-08-08,2025-04-11
2607,1.62% (20.25MG/1.25GM ACTUATION),8741881,TESTOSTERONE REPLACEMENT THERAPY IN MALES FOR CONDITIONS ASSOCIATED WITH A DEFICIENCY OR ABSENCE OF ENDOGENOUS TESTOSTERONE,ANDROGEL,BESINS HLTHCARE,N,022309,RX,"GEL, METERED",TRANSDERMAL,2011-04-29,2026-10-12
5711,400MG,9993461,TREATMENT OF PRIMARY IMMUNOGLOBULIN A NEPHROPATHY (IGAN) IN ADULTS AT RISK OF RAPID DISEASE PROGRESSION,FILSPARI,TRAVERE,N,216403,RX,TABLET,ORAL,2023-02-17,2030-03-29
1386,30MG,9492391,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",HYSINGLA ER,PURDUE PHARMA LP,N,206627,RX,"TABLET, EXTENDED RELEASE",ORAL,2014-11-20,2027-08-24
302,100MG/4ML (25MG/ML),9034908,FOR USE IN THE TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA AND/OR NON-HODGKINS LYMPHOMA,BENDEKA,EAGLE PHARMS,N,208194,RX,SOLUTION,IV (INFUSION),2015-12-07,2033-03-15
1239,0.16MG/INH;0.0045MG/INH,7759328,USE FOR REDUCING EXACERBATIONS OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,SYMBICORT,ASTRAZENECA,N,021929,RX,"AEROSOL, METERED",INHALATION,2006-07-21,2023-01-29
1725,50MG;500MG,7943582,REDUCTION OF RISK OF MAJOR ADVERSE CARDIOVASCULAR EVENTS IN THE TREATMENT OF TYPE 2 DIABETES MELLITUS PATIENTS,INVOKAMET,JANSSEN PHARMS,N,204353,RX,TABLET,ORAL,2014-08-08,2029-02-26
4174,600MG/3ML (200MG/ML);900MG/3ML (300MG/ML),11389447,TREATMENT OF HIV-1 INFECTION IN ADULTS AND ADOLESCENTS 12 YEARS OF AGE AND OLDER AND WEIGHING AT LEAST 35 KG BY MONTHLY ADMINISTRATION OF RILPIVIRINE SUSPENSION AS PART OF COMBINATION THERAPY,CABENUVA KIT,VIIV HLTHCARE,N,212888,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2021-01-21,2027-06-30
4913,EQ 200MG BASE;8.33MG;50MG;33.33MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,8642538,TREATMENT OF HCV INFECTION USING PARITAPREVIR,VIEKIRA XR,ABBVIE,N,208624,DISCN,"TABLET, EXTENDED RELEASE",ORAL,2016-07-22,2029-09-10
1725,50MG;500MG,8513202,TREATMENT OF TYPE 2 DIABETES MELLITUS,INVOKAMET,JANSSEN PHARMS,N,204353,RX,TABLET,ORAL,2014-08-08,2027-12-03
4758,300MG,8222219,REDUCTION OF RISK OF MAJOR ADVERSE CARDIOVASCULAR EVENTS IN THE TREATMENT OF TYPE 2 DIABETES MELLITUS PATIENTS,INVOKANA,JANSSEN PHARMS,N,204042,RX,TABLET,ORAL,2013-03-29,2025-04-11
1751,27.5MG/0.55ML (27.5MG/0.55ML),8664231,SUBCUTANEOUS INJECTION OF METHOTREXATE,RASUVO,MEDEXUS,N,205776,DISCN,SOLUTION,SUBCUTANEOUS,2014-07-10,2029-06-01
4301,121.5mCi/30ML (4.05mCi/ML),7351401,DIAGNOSTIC RADIOIMAGING,VIZAMYL,GE HEALTHCARE,N,203137,RX,INJECTABLE,INTRAVENOUS,2013-10-25,2023-01-24
4340,EQ 12.5MG BASE;500MG,7807689,METHOD OF TREATING DIABETES COMPRISING ADMINISTERING ALOGLIPTIN,KAZANO,TAKEDA PHARMS USA,N,203414,RX,TABLET,ORAL,2013-01-25,2028-06-27
5441,EQ 200MG BASE,10072013,RELAPSED OR REFRACTORY MARGINAL ZONE LYMPHOMA (MZL) WHO HAVE RECEIVED AT LEAST ONE PRIOR ANTI-CD20-BASED REGIMEN,UKONIQ,TG THERAPS,N,213176,DISCN,TABLET,ORAL,2021-02-05,2033-07-02
4283,EQ 150MG BASE,11344512,"A METHOD OF TITRATING AN OPIOID TO MANAGE NEUROPATHIC PAIN ASSOCIATED WITH DIABETIC PERIPHERAL NEUROPATHY SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",NUCYNTA ER,COLLEGIUM PHARM INC,N,200533,RX,"TABLET, EXTENDED RELEASE",ORAL,2011-08-25,2028-04-21
435,90MG;8MG,10403170,FOR CHRONIC WEIGHT MANAGEMENT FOR TREATING OVERWEIGHT OR OBESITY,CONTRAVE,NALPROPION,N,200063,RX,"TABLET, EXTENDED RELEASE",ORAL,2014-09-10,2033-06-05
1725,5MG;2.5MG;1GM,10406172,"METHOD OF TREATING A TYPE 2 DIABETES MELLITUS PATIENT WITH INSUFFICIENT GLYCEMIC CONTROL DESPITE THERAPY WITH METFORMIN USING A PHARMACEUTICAL COMPOSITION COMPRISING EMPAGLIFLOZIN, LINAGLIPTIN AND METFORMIN",TRIJARDY XR,BOEHRINGER INGELHEIM,N,212614,RX,"TABLET, EXTENDED RELEASE",ORAL,2020-01-27,2030-06-15
1982,5MG;EQ 10MG BASE,9517235,"METHOD OF TREATING SCHIZOPHRENIA BY ADMINISTERING THE ATYPICAL ANTIPSYCHOTIC OLANZAPINE AND SAMIDORPHAN, WITH REDUCTION OF THE ADVERSE METABOLIC PROFILE",LYBALVI,ALKERMES INC,N,213378,RX,TABLET,ORAL,2021-05-28,2031-08-23
2646,"0.175MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",7101569,METHOD OF USE OF ADMINISTERING LEVOTHYROXINE,LEVOXYL,KING PHARMS,N,021301,RX,TABLET,ORAL,2001-05-25,2023-10-02
1813,EQ 100MG BASE/VIAL,9278105,METHOD OF TREATING BACTERIAL INFECTIONS,MINOCIN,REMPEX,N,050444,RX,INJECTABLE,INJECTION,,2031-05-12
4907,100MG,8859562,MAINTENANCE TREATMENT WITH BEVACIZUMAB OF ADV. EPITHELIAL OVARIAN CANCER IN COMPLETE OR PARTIAL RESPONSE TO FIRST-LINE PLATINUM CHEMOTHERAPY AND HOMOLOGOUS RECOMBINATION DEFICIENCY-POSITIVE WITH A DELETERIOUS OR SUSPECTED DELETERIOUS BRCA MUTATION,LYNPARZA,ASTRAZENECA,N,208558,RX,TABLET,ORAL,2017-08-17,2031-08-04
1164,0.2MG,9289387,TREATMENT OF PAIN,SUBSYS,BTCP PHARMA,N,202788,DISCN,SPRAY,SUBLINGUAL,2012-01-04,2027-01-25
5128,100MG IRON/2ML (50MG IRON/ML),11291645,METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WITH NON-DIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE,INJECTAFER,AM REGENT,N,203565,RX,SOLUTION,INTRAVENOUS,2022-02-04,2023-10-20
403,EQ 0.8MG BASE,10688155,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 1 AND 19 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 1,CYCLOSET,VEROSCIENCE,N,020866,RX,TABLET,ORAL,2009-05-05,2030-06-07
4303,400MG,9763954,TREATMENT OF PARTIAL-ONSET SEIZURES IN PATIENTS WITH EPILEPSY WHO HAVE BEEN PREVIOUSLY TREATED WITH OXCARBAZEPINE,APTIOM,SUMITOMO PHARMA AM,N,022416,RX,TABLET,ORAL,2013-11-08,2028-09-13
4810,420MG,8703780,TREATMENT OF CHRONIC LYMPHOCYTIC LEUKEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2026-12-28
4811,400MG,9549941,"FOR THE TREATMENT OF GENOTYPE 1, 2, 3 OR 4 CHRONIC HEPATITIS C VIRUS (HCV) INFECTION AS A COMPONENT OF A COMBINATION ANTIVIRAL TREATMENT REGIMEN WITH RIBAVIRIN",SOVALDI,GILEAD SCIENCES INC,N,204671,RX,TABLET,ORAL,2013-12-06,2029-03-26
5372,"100MG,75MG,50MG; 150MG",9974781,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 12 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE WITH ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR",TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,212273,RX,TABLET,ORAL,2019-10-21,2027-04-09
1057,0.004MG,10398708,TREATMENT OF A SYMPTOM OF VULVAR AND VAGINAL ATROPHY,IMVEXXY,MAYNE PHARMA,N,208564,RX,INSERT,VAGINAL,2018-05-29,2033-12-20
1878,EQ 2MG BASE;EQ 0.5MG BASE,11135216,TREATING OPIOID USE DISORDER,SUBOXONE,INDIVIOR,N,022410,RX,FILM,"BUCCAL, SUBLINGUAL",2010-08-30,2029-08-07
726,0.5MG,11026899,A METHOD FOR TREATING AND/OR REDUCING THE RISK OF A CARDIOVASCULAR EVENT,LODOCO,AGEPHA PHARMA FZ,N,215727,RX,TABLET,ORAL,2023-06-16,2035-01-22
5313,EQ 10MG BASE/5ML (EQ 2MG BASE/ML),11079379,TREATMENT OF POLYNEUROPATHY OF HEREDITARY TRANSTHYRETIN-MEDIATED AMYLOIDOSIS,ONPATTRO,ALNYLAM PHARMS INC,N,210922,RX,SOLUTION,INTRAVENOUS,2018-08-10,2035-08-27
4224,801MG,8609701,"DOSAGE MODIFICATION FOLLOWING GRADE 2 ABNORMALITY IN LIVER FUNCTION BIOMARKER ALT OR AST AFTER PIRFENIDONE ADMINISTRATION, BY DISCONTINUING PIRFENIDONE, FOLLOWED BY ADMINISTERING AT LEAST 1602 MG/DAY",ESBRIET,GENENTECH INC,N,208780,RX,TABLET,ORAL,2017-01-11,2029-04-22
1813,EQ 90MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,7790705,TREATMENT OF ACNE,SOLODYN,BAUSCH,N,050808,DISCN,"TABLET, EXTENDED RELEASE",ORAL,2006-05-08,2025-06-24
5468,1.2MG,9694018,METHOD OF REDUCING SERUM BILE ACIDS IN PATIENTS 3 MONTHS OR OLDER SUFFERING FROM PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS (PFIC),BYLVAY,ALBIREO,N,215498,RX,CAPSULE,ORAL,2021-07-20,2031-11-08
4399,EQ 50MG ACID,7795293,TREATMENT OF THROMBOCYTOPENIA IN ADULT AND PEDIATRIC PATIENTS 1 YEAR AND OLDER WITH CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIA (ITP),PROMACTA,NOVARTIS,N,022291,RX,TABLET,ORAL,2008-11-20,2023-05-21
1239,0.0048MG/INH;0.0090MG/INH,10716753,USE FOR THE MAINTENANCE TREATMENT OF PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),BEVESPI AEROSPHERE,ASTRAZENECA,N,208294,RX,"AEROSOL, METERED",INHALATION,2016-04-25,2030-05-28
4758,50MG;1GM,8513202,"REDUCTION OF RISK OF END STAGE KIDNEY DISEASE, DOUBLING OF SERUM CREATININE, CARDIOVASCULAR DEATH, AND HOSPITALIZATION FOR HEART FAILURE IN THE TREATMENT OF TYPE 2 DIABETES MELLITUS PATIENTS",INVOKAMET,JANSSEN PHARMS,N,204353,RX,TABLET,ORAL,2014-08-08,2027-12-03
5067,EQ 4MG BASE,9233115,USE IN COMBINATION WITH LENALIDOMIDE AND DEXAMETHASONE FOR THE TREATMENT OF PATIENTS WITH MULTIPLE MYELOMA WHO HAVE RECEIVED AT LEAST ONE PRIOR THERAPY,NINLARO,TAKEDA PHARMS USA,N,208462,RX,CAPSULE,ORAL,2015-11-20,2024-08-12
4820,20MG,11633377,TREATMENT OF NON-24 HOUR SLEEP-WAKE DISORDER BY ADMINISTERING TASIMELTEON,HETLIOZ,VANDA PHARMS INC,N,205677,RX,CAPSULE,ORAL,2014-01-31,2033-01-25
489,200MG,6977253,"THE RECOMMENDED INITIAL DOSE OF EQUETRO IS 400MG/DAY GIVEN IN DIVIDED DOSES, TWICE DAILY. THE DOSE SHOULD BE ADJUSTED IN 200MG DAILY INCREMENTS TO ACHIEVE OPTIMAL CLINICAL RESPONSE.",EQUETRO,VALIDUS PHARMS,N,021710,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2004-12-10,2024-05-19
2806,24MG;26MG,9517226,TREATMENT OF HEART FAILURE WITH PRESERVED EJECTION FRACTION,ENTRESTO,NOVARTIS PHARMS CORP,N,207620,RX,TABLET,ORAL,2015-07-07,2033-08-22
24,3GM/PACKET; 1GM/PACKET,9872865,TREATMENT OF AMYOTROPHIC LATERAL SCLEROSIS (ALS) IN ADULTS,RELYVRIO,AMYLYX,N,216660,RX,FOR SUSPENSION,ORAL,2022-09-29,2033-12-24
1551,0.005%,9539262,REDUCING ELEVATED INTRAOCULAR PRESSURE IN PATIENTS WITH OPEN-ANGLE GLAUCOMA OR OCULAR HYPERTENSION,XELPROS,SUN PHARM,N,206185,RX,EMULSION,OPHTHALMIC,2018-09-12,2028-10-15
5372,"100MG,75MG,50MG; 150MG",8629162,"TREATMENT OF A MODERATE TO MILD CLINICAL PHENOTYPE OF CF IN PATIENTS AGED 12 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA WITH ELX, TEZ, AND IVA",TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,212273,RX,TABLET,ORAL,2019-10-21,2025-06-24
4810,140MG,10478439,TREATMENT OF WALDENSTROMS MACROGLOBULINEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,205552,RX,CAPSULE,ORAL,2013-11-13,2031-06-03
5259,50MG,7855211,"IN COMBINATION WITH ENDOCRINE THERAPY (TAMOXIFEN OR AN AROMATASE INHIBITOR) FOR THE ADJUVANT TREATMENT OF ADULT PATIENTS WITH HR-POSITIVE, HER2-NEGATIVE, NODE-POSITIVE, EARLY BREAST CANCER AT HIGH RISK OF RECURRENCE AND A KI-67 SCORE >=20%",VERZENIO,ELI LILLY AND CO,N,208716,RX,TABLET,ORAL,2017-09-28,2029-12-15
5182,500MG/10ML (50MG/ML),RE47751,TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY (DMD) IN PATIENTS HAVING A MUTATION OF THE DMD GENE THAT IS AMENABLE TO EXON 51 SKIPPING BY RESTORING OR INCREASING FUNCTIONAL DYSTROPHIN PROTEIN PRODUCTION,EXONDYS 51,SAREPTA THERAPS INC,N,206488,RX,SOLUTION,INTRAVENOUS,2016-09-19,2025-06-28
1003,EQ 30MG BASE;120MG;EQ 15MG BASE,10385067,TREATMENT OF HIV INFECTION,BIKTARVY,GILEAD SCIENCES INC,N,210251,RX,TABLET,ORAL,2021-10-07,2035-06-19
4899,45MG;200MG/PACKET,8273341,FOR THE TREATMENT OF HEPATITIS C,HARVONI,GILEAD SCIENCES INC,N,212477,RX,PELLETS,ORAL,2019-08-28,2030-05-12
2054,EQ 40MG BASE,7550153,"EROSIVE ESOPHAGITIS, HYPERSECRETORY CONDITIONS INCLUDING ZOLLINGER-ELLISON SYNDROME, MAINTENANCE OF HEALING OF EROSIVE ESOPHAGITIS AND REDUCTION OF SYMPTOMS IN PATIENTS WITH GERD",PROTONIX,WYETH PHARMS,N,022020,RX,"FOR SUSPENSION, DELAYED RELEASE",ORAL,2007-11-14,2024-09-30
4135,40MG,7718619,FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,208510,RX,"TABLET, CHEWABLE",ORAL,2017-01-28,2023-02-24
4810,420MG,11672803,TREATMENT OF CHRONIC LYMPHOCYTIC LEUKEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2031-06-03
1118,2.5MG,8410131,"TREATMENT OF SOLID EXCRETORY SYSTEM TUMORS; ADVANCED RENAL CELL CARCINOMA (RCC), AFTER FAILURE OF TREATMENT WITH SUNITINIB OR SORAFENIB",AFINITOR,NOVARTIS,N,022334,RX,TABLET,ORAL,2010-07-09,2025-11-01
865,35MG,9180095,TREATMENT OF PAIN,ZORVOLEX,ZYLA,N,204592,DISCN,CAPSULE,ORAL,2013-10-18,2030-04-23
4944,150MG;800MG;200MG;EQ 10MG BASE,8148374,TREATMENT OF HIV-1 INFECTION USING A COMPOSITION CONTAINING A PHARMACOKINETIC ENHANCER THAT INHIBITS CYTOCHROME P450 MONOOXYGENASE IN ADULTS WHO ARE VIROLOGICALLY SUPPRESSED ON A STABLE ANTIRETROVIRAL REGIMEN FOR AT LEAST 6 MONTHS,SYMTUZA,JANSSEN PRODS,N,210455,RX,TABLET,ORAL,2018-07-17,2029-09-03
4920,0.3%,9504691,TREATMENT OF ACUTE OTITIS EXTERNA,XTORO,FONSECA BIOSCIENCES,N,206307,DISCN,SUSPENSION/DROPS,OTIC,2014-12-17,2033-11-21
4340,EQ 12.5MG BASE,8173663,METHOD OF TREATING DIABETES COMPRISING ADMINISTERING A COMPOUND SUCH AS ALOGLIPTIN,NESINA,TAKEDA PHARMS USA,N,022271,RX,TABLET,ORAL,2013-01-25,2025-12-02
4810,280MG,8754090,TREATMENT OF MANTLE CELL LYMPHOMA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2031-06-03
4829,30MG,9018243,TREATMENT OF ADULT PATIENTS WITH ACTIVE PSORIATIC ARTHRITIS,OTEZLA,AMGEN INC,N,205437,RX,TABLET,ORAL,2014-03-21,2023-03-19
4718,5MG/VIAL,7847061,TREATMENT OF ADULT PATIENTS WITH SHORT BOWEL SYNDROME WHO ARE DEPENDENT ON PARENTERAL SUPPORT,GATTEX KIT,TAKEDA PHARMS USA,N,203441,RX,POWDER,SUBCUTANEOUS,2012-12-21,2025-11-01
4483,10MG/VIAL,9511109,KYPROLIS IS INDICATED IN COMBINATION WITH LENALIDOMIDE PLUS DEXAMETHASONE FOR THE TREATMENT OF PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO HAVE RECEIVED ONE TO THREE LINES OF THERAPY,KYPROLIS,ONYX PHARMS AMGEN,N,202714,RX,POWDER,INTRAVENOUS,2018-06-07,2029-10-21
4303,800MG,11364247,TREATMENT OF PARTIAL-ONSET SEIZURES,APTIOM,SUMITOMO PHARMA AM,N,022416,RX,TABLET,ORAL,2013-11-08,2025-05-06
5296,15MG,9216982,FOR THE TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) AND/OR SMALL LYMPHOCYTIC LEUKEMIA (SLL),COPIKTRA,SECURA,N,211155,RX,CAPSULE,ORAL,2018-09-24,2029-01-05
