code,description
U-2832,"TREATMENT OF DELETERIOUS OR SUSPECTED DELETERIOUS GERMLINE OR SOMATIC HOMOLOGOUS RECOMBINATION REPAIR GENE-MUTATED METASTATIC CASTRATION-RESISTANT PROSTATE CANCER, WHICH HAS PROGRESSED FOLLOWING PRIOR TREATMENT WITH ENZALUTAMIDE OR ABIRATERONE"
U-987,TREATMENT OF SECONDARY HYPERPARATHYROIDISM IN PATIENTS WITH CHRONIC KIDNEY DISEASE ON DIALYSIS
U-445,USE AS AN ANTIMYCOTIC AGENT
U-1488,USE OF TOPICAL DICLOFENAC FOR TREATING PAIN
U-1934,TREATMENT OF NON-24-HOUR SLEEP-WAKE DISORDER BY AVOIDING THE USE OF TASIMELTEON IN COMBINATION WITH A STRONG CYP1A2 INHIBITOR
U-1814,METHOD OF TREATING GLAUCOMA OR ELEVATED INTRAOCULAR PRESSURE
U-628,"USE OF AVANDIA IN COMBINATION WITH A SULFONYLUREA, AND IN COMBINATION WITH METFORMIN AND A SULFONYLUREA TO IMPROVE GLYCEMIC CONTROL IN PATIENTS WITH TYPE 2 DIABETES MELLITUS"
U-347,METHOD OF USE IN COMBINATION WITH REVERSE TRANSCRIPTASE INHIBITORS
U-341,METHOD FOR ENHANCING THE TREATMENT OF ... LATE LUTEAL PHASE DYSPHORIC DISORDER
U-1847,METHOD OF TREATING A BACTERIAL INFECTION
U-1818,"TREATING HR-POS., HER2-NEG. ADVANCED OR METASTATIC BREAST CANCER WITH PALBOCICLIB IN COMBO WITH LETROZOLE AS INITIAL ENDOCRINE BASED THERAPY IN POSTMENOPAUSAL WOMEN, OR FULVESTRANT IN WOMEN WITH DISEASE PROGRESSION AFTER ENDOCRINE THERAPY"
U-778,REDUCTION OF ELEVATED INTRAOCULAR PRESSURE IN PATIENTS WITH OPEN ANGLE GLAUCOMA OR OCULAR HYPERTENSION
U-2088,TREATMENT OF PARTIAL-ONSET SEIZURES WITH OR WITHOUT SECONDARILY GENERALIZED SEIZURES IN PATIENTS WITH EPILEPSY
U-3276,TREATMENT OF PATIENTS WITH PLAQUE PSORIASIS WHO ARE CANDIDATES FOR PHOTOTHERAPY OR SYSTEMIC THERAPY
U-2345,TREATMENT OF PATIENTS WITH CASTRATION-RESISTANT PROSTATE CANCER (CRPC)
U-499,"METHOD OF USING REBETOL CAPSULES IN COMBINATION WITH A CONJUGATE COMPRISING POLYETHYLENE GLYCOL(PEG) AND AN ALPHA INTERFERON, INCLUDING, FOR EXAMPLE, PEG-INTRON POWDER FOR INJECTION"
U-257,TREATMENT OF HIV INFECTION
U-304,A METHOD OF TREATMENT OF A CONDITION INVOLVING AN ANTIBODY ANTIGEN REACTION
U-926,"MGT SPECIFIC BACTERIAL INFECTIONS. TREATMENT PTS W/ COMMUNITY ACQUIRED PNEUMONIA OR BACTERIAL SINUSITIS DUE TO CONFIRMED, OR SUSPECTED B-LACTAMASE PRODUCING PATHOGENS & S. PNEUMONIAE WITH REDUCED SUSCEPTIBILITY TO PENICILLIN (MIC=2MC/ML)"
U-1563,A METHOD OF TRANSDERMAL ADMINISTRATION OF A PHYSIOLOGICALLY ACTIVE AGENT TO A SUBJECT.
U-931,RELIEF OF MODERATE TO SEVERE ACUTE PAIN
U-676,METHOD OF TREATING ATTENTION DEFICIT DISORDER USING ORAL ADMINISTRATION OF A BI-MODAL OR PULSATILE RELEASE COMPOSITION
U-1688,METHOD FOR CHRONIC WEIGHT MANAGEMENT BY TREATING OBESITY IN AN INDIVIDUAL WHO DOES NOT HAVE SEVERE RENAL IMPAIRMENT OR ESRD
U-261,"TREATING BENIGN PROSTATIC HYPERPLASIA WITH A GENUS OF COMPOUNDS, INCLUDING FINASTERIDE"
U-927,METHOD FOR INCREASING TEAR PRODUCTION
U-583,"METHOD FOR THE TREATMENT OF A RESPIRATORY DISORDER, E.G. ASTHMA, COMPRISING ADMINISTERING TO A PATIENT BY INHALATION, A METERED AEROSOL DOSE OF A DRUG FORMULATION FROM THE METERED DOSE INHALER SYSTEM CLAIMED IN US 6546928"
U-3331,TREATMENT OF MYELOFIBROSIS WITH PACRITINIB
U-793,"FOR THE LONG TERM TREATMENT, TWICE DAILY (MORNING AND EVENING) MAINTENANCE TREATMENT OF BRONCHOCONSTRICTION IN PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD), INCLUDING CHRONIC BRONCHITIS AND EMPHYSEMA"
U-1745,FOR THE TREATMENT OF PATIENTS WITH WALDENSTROMS MACROGLOBULINEMIA
U-2454,USE FOR THE TREATMENT OF DROP SEIZURES IN PATIENTS WITH LENNOX-GASTAUT SYNDROME
U-2310,FOR CLEANSING OF THE COLON IN PREPARATION FOR COLONOSCOPY IN ADULTS
U-1673,"TREATMENT OF COMPLICATED URINARY TRACT INFECTION, INCLUDING PYELONEPHRITIS"
U-2027,"TAFINLAR(R) IS INDICATED, IN COMBINATION WITH TRAMETINIB, FOR THE TREATMENT OF PATIENTS WITH METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) WITH BRAF V600E MUTATION AS DETECTED BY AN FDA-APPROVED TEST."
U-1927,TREATMENT OF PATIENTS WITH ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) WHO HAVE PROGRESSED ON OR ARE INTOLERANT TO CRIZOTINIB
U-242,USE OF FOLLITROPIN ALPHA ALONE IN IN-VITRO FERTILIZATION
U-3296,TREATMENT OF SEASONAL ALLERGIC RHINITIS BY NASALY ADMINISTERING A COMBINATION OF OLOPATADINE HYDROCHLORIDE AND MOMETASONE FUROATE TO A PEDIATRIC PATIENT
U-3107,TREATMENT OF NON-24 HOUR SLEEP-WAKE DISORDER BY AVOIDING THE ADMINISTRATION OF TASIMELTEON TO SMOKERS OR TO PATIENTS BEING TREATED WITH A CYP1A2 INHIBITOR
U-991,TREATMENT OR PROPHYLAXIS OF THROMBOSIS OR EMBOLISMS
U-1144,"REDUCTION IN ELEVATED TC AND LDL-C BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT, WITH PRETREATMENT WITH A FLUSH INHIBITING AGENT SUCH AS ASPIRIN"
U-1105,TOPICAL TREATMENT OF HEAD LICE INFESTATION IN PATIENTS FOUR (4) YEARS OF AGE AND OLDER
U-3388,USE OF ELAGOLIX 200 MG BID FOR 6 MONTHS TO MANAGE MODERATE TO SEVERE PAIN ASSOCIATED WITH ENDOMETRIOSIS IN PREMENOPAUSAL WOMEN TO REDUCE DYSMENORRHEA AND NON-MENSTRUAL PELVIC PAIN
U-2268,DISCONTINUING A STRONG CYP1A2 INDUCER TO AVOID REDUCED PIRFENIDONE EFFICACY AND THEN ADMINISTERING PIRFENIDONE
U-572,INTENSIVE CARE UNIT SEDATION
