act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
182178,1971,104,5-hydroxytryptamine receptor 6,GPCR,P50406,HTR6,5HT6R_HUMAN,6.67,Ki,Displacement of [3H]LSD from human 5HT6 receptor expressed in HEK293 cells after 1.5 hrs by liquid scintillation counting,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
215559,623,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,9.367,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
221293,1797,5335,Sodium channel protein type 4 subunit alpha,Ion channel,P15390,Scn4a,SCN4A_RAT,6.3,IC50,Inhibition of rat skeletal muscle Nav1.4 expressed in HEK293 cells by whole cell voltage clamp method,CHEMBL,=,,,,,,,,,,Rattus norvegicus
94116,574,2468,Tyrosine-protein phosphatase non-receptor type 7,Enzyme,P35236,PTPN7,PTN7_HUMAN,6.04,IC50,,WOMBAT-PK,=,,,,,,,Tchem,,,Homo sapiens
184485,1440,2892,Prostaglandin G/H synthase (cyclooxygenase),Enzyme,P05979|P79208,PTGS1|PTGS2,PGH1_SHEEP|PGH2_SHEEP,6.82,IC50,Inhibition of ram seminal vesicle Cyclooxygenase,CHEMBL,=,,,,,,,,,,Ovis aries
3354,1013,195,DNA gyrase subunit A,Enzyme,P43700,gyrA,GYRA_HAEIN,,,,WOMBAT-PK,,,,,,,,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
217876,5231,2334,Homeodomain-interacting protein kinase 2,Kinase,Q9H2X6,HIPK2,HIPK2_HUMAN,5.51,Kd,Binding affinity to HIPK2,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
217018,765,2011,5-hydroxytryptamine receptor 6,GPCR,P31388,Htr6,5HT6R_RAT,6.9,Ki,,IUPHAR,=,,,,,ANTAGONIST,,,,,Rattus norvegicus
217792,5231,744,Hepatocyte growth factor receptor,Kinase,P08581,MET,MET_HUMAN,6.25,Kd,Binding constant for MET(Y1235D) kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
164611,458,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
184344,1594,2781,DNA gyrase,Enzyme,P0AES4|P0AES6,gyrA|gyrB,GYRA_ECOLI|GYRB_ECOLI,,,Mechanism of Action; CHEMBL2311224; PROTEIN COMPLEX,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL561,INHIBITOR,,,,,Escherichia coli (strain K12)
165989,191,97,Multidrug resistance protein 1,Transporter,P08183,ABCB1,MDR1_HUMAN,,,,WOMBAT-PK,,,,,,,,Tchem,,,Homo sapiens
182223,1816,1748,D(2) dopamine receptor,GPCR,P61169,Drd2,DRD2_RAT,5.84,Ki,The binding affinity at the Dopamine receptor D2 determined using [3H]spiperone,CHEMBL,=,,,,,,,,,,Rattus norvegicus
165462,109,252,Neuronal acetylcholine receptor subunit alpha-7,Ion channel,P36544,CHRNA7,ACHA7_HUMAN,5.959,Ki,,WOMBAT-PK,=,,,,,,,Tchem,,,Homo sapiens
219943,2382,3291,Short transient receptor potential channel 5,Ion channel,Q9UL62,TRPC5,TRPC5_HUMAN,5.04,EC50,,IUPHAR,=,,,,,ACTIVATOR,,Tchem,,,Homo sapiens
183208,3514,2886,Glycogen synthase kinase-3,Kinase,P49840|P49841,GSK3A|GSK3B,GSK3A_HUMAN|GSK3B_HUMAN,5.68,IC50,Inhibition of glycogen synthase kinase 3,CHEMBL,=,,,,,,,Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
221228,158,5410,Acid-sensing ion channel 1,Ion channel,P55926,Asic1,ASIC1_RAT,4.52,IC50,Inhibition of ASIC1 in Sprague-Dawley rat articular chondrocytes assessed as decrease in acid-induced intracellular calcium level by Fluo-3AM dye based laser scanning confocal microscopy,CHEMBL,=,,,,,,,,,,Rattus norvegicus
38173,3408,249,Delta-type opioid receptor,GPCR,P41143,OPRD1,OPRD_HUMAN,5.728,Ki,"DRUGMATRIX: Opiate delta1 (OP1, DOP) radioligand binding (ligand: [3H] Naltrindole)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
182466,2763,1735,Histamine H1 receptor,GPCR,P31389,HRH1,HRH1_CAVPO,9.9,Kd,Potency against histamine H1 receptor on guinea pig ileum,CHEMBL,=,,,,,,,,,,Cavia porcellus
219424,4877,2428,Carbonic anhydrase 2,Enzyme,Q3I4V7,CAN2,Q3I4V7_CRYNV,7.05,Ki,Inhibition of Cryptococcus neoformans Can2 incubated for 15 mins prior to testing by stopped flow CO2 hydrase assay,CHEMBL,=,,,,,,,,,,Cryptococcus neoformans var. grubii
221878,2561,615,Glucosylceramidase,Enzyme,P04062,GBA,GLCM_HUMAN,5.6,EC50,Chaperone activity at GCase in wild-type human fibroblasts assessed as increase in GPN-induced reduction of calcium release using Fluo-8AM based fluorescence assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
35313,977,535,Tyrosine-protein kinase Fyn,Kinase,P06241,FYN,FYN_HUMAN,6.091,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, Fyn enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
162582,3483,208,Lanosterol 14-alpha demethylase,Enzyme,P10613,ERG11,CP51_CANAL,9.398,MIC,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1397,INHIBITOR,,,,,Candida albicans (strain SC5314 / ATCC MYA-2876)
186689,2406,1796,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Enzyme,P51639,Hmgcr,HMDH_RAT,8.68,IC50,Inhibition of HMG-CoA reductase in rat liver microsomes,CHEMBL,=,,,,,,,,,,Rattus norvegicus
217456,180,1777,5-hydroxytryptamine receptor 7,GPCR,P32305,Htr7,5HT7R_RAT,7.0,Ki,,IUPHAR,=,,,,,ANTAGONIST,,,,,Rattus norvegicus
134542,4168,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,9.328,Ki,Mechanism of Action,DRUG LABEL,=,1.0,DRUG LABEL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200603s015lbl.pdf,ANTAGONIST,,Tclin,,180.0,Homo sapiens
186765,785,745,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,9.24,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,INHIBITOR,,Tclin,,,Homo sapiens
35962,1527,111,Histamine H2 receptor,GPCR,P25021,HRH2,HRH2_HUMAN,4.667,Ki,DRUGMATRIX: Histamine H2 radioligand binding (ligand: [125I] Aminopotentidine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
188819,4866,808,Fibroblast growth factor receptor 2,Kinase,P21802,FGFR2,FGFR2_HUMAN,6.59,IC50,Inhibition of FGFR2 (unknown origin) after 60 mins,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
217180,2538,4068,Prostaglandin E2 receptor EP3 subtype,GPCR,P34980,Ptger3,PE2R3_RAT,9.38,EC50,,IUPHAR,=,,,,,AGONIST,,,,,Rattus norvegicus
218256,5333,4253,B-cell antigen receptor complex-associated protein beta chain,Tumour-associated antigen,P40259,CD79B,CD79B_HUMAN,,,Mechanism of Action,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761121s000lbl.pdf,ANTIBODY BINDING,,Tclin,,2593.0,Homo sapiens
35855,1364,98,Sodium-dependent serotonin transporter,Transporter,P31645,SLC6A4,SC6A4_HUMAN,5.636,Ki,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
217320,5240,56,Prostaglandin G/H synthase 2,Enzyme,P35354,PTGS2,PGH2_HUMAN,8.081,IC50,,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/14761182,https://pubmed.ncbi.nlm.nih.gov/22278334,INHIBITOR,,Tclin,672.0,675.0,Homo sapiens
186512,3533,856,Serine/threonine-protein kinase pim-2,Kinase,Q9P1W9,PIM2,PIM2_HUMAN,6.89,Kd,Average Binding Constant for PIM2; NA=Not Active at 10 uM,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
217445,888,2011,5-hydroxytryptamine receptor 6,GPCR,P31388,Htr6,5HT6R_RAT,8.3,Ki,,IUPHAR,=,,,,,ANTAGONIST,,,,,Rattus norvegicus
208154,2852,662,Tissue-type plasminogen activator,Enzyme,P00750,PLAT,TPA_HUMAN,5.82,Ki,Inhibition of human t-PA,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
181495,3369,2854,Adrenergic receptor alpha-1,GPCR,P15823|P23944|P43140,Adra1b|Adra1d|Adra1a,ADA1B_RAT|ADA1D_RAT|ADA1A_RAT,7.92,EC50,Compound was evaluated for Adrenergic activity against Alpha-1 adrenergic receptor from rat aorta,CHEMBL,=,,,,,,,,,,Rattus norvegicus
187588,4178,2068,Tyrosine-protein kinase BTK,Kinase,Q06187,BTK,BTK_HUMAN,5.77,Kd,Binding constant for BTK kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
38186,3487,1721,Membrane-associated progesterone receptor component 1,Membrane receptor,P70580,Pgrmc1,PGRC1_RAT,6.199,Ki,DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
187730,4187,736,Ephrin type-A receptor 8,Kinase,P29322,EPHA8,EPHA8_HUMAN,6.55,Kd,Binding constant for EPHA8 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
186717,785,2871,MAP kinase p38,Kinase,O15264|P53778|Q15759|Q16539,MAPK13|MAPK12|MAPK11|MAPK14,MK13_HUMAN|MK12_HUMAN|MK11_HUMAN|MK14_HUMAN,7.0,IC50,Inhibition of p38 kinase,CHEMBL,=,,,,,,,Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem|Tchem,,,Homo sapiens
186693,1349,127,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,,,Mechanism of Action; CHEMBL2034; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200908,AGONIST,,Tclin,,,Homo sapiens
216599,1794,137,Sodium channel protein type 1 subunit alpha,Ion channel,P35498,SCN1A,SCN1A_HUMAN,4.96,IC50,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
164389,1937,148,Adenosine receptor A3,GPCR,P0DMS8,ADORA3,AA3R_HUMAN,5.072,Ki,,WOMBAT-PK,=,,,,,,,Tchem,,,Homo sapiens
164906,1982,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,6.74,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
200268,2052,2819,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,P02708|P07510|P11230|Q07001,CHRNA1|CHRNG|CHRNB1|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,7.09,IC50,GRAC: human AChR-alpha1 commonly used antagonist,CHEMBL,=,,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
184777,568,2285,Alpha carbonic anhydrase,Enzyme,B5SU02,CA,B5SU02_9CNID,7.47,Ki,Inhibition of cloned Stylophora pistillata alpha-CA expressed in human HEK293 cells by stopped-flow CO2 assay,CHEMBL,=,,,,,,,,,,Stylophora pistillata
182421,2159,1773,Acetylcholinesterase,Enzyme,P21836,Ache,ACES_MOUSE,9.17,IC50,Inhibitory activity against acetylcholinesterase,CHEMBL,=,,,,,,,,,,Mus musculus
217231,3580,426,Retinoic acid receptor beta,Nuclear hormone receptor,P10826,RARB,RARB_HUMAN,6.63,EC50,,IUPHAR,=,,,,,AGONIST,,Tclin,,,Homo sapiens
224199,4872,475,Flavin reductase (NADPH),Enzyme,P30043,BLVRB,BLVRB_HUMAN,6.7,Kd,Binding affinity to human N-terminal His6-tagged and thrombin cleavage fused BLVRB expressed in Escherichia coli BL21 (DE3) assessed as dissociation constant by isothermal titration calorimetry,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
223743,5739,3515,Complement C5,Secreted,P01031,C5,CO5_HUMAN,,,Mechanism of Action,UNKNOWN,=,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217225s000lbl.pdf,INHIBITOR,,Tclin,,3699.0,Homo sapiens
34459,701,107,Alpha-2B adrenergic receptor,GPCR,P18089,ADRA2B,ADA2B_HUMAN,7.337,Ki,DRUGMATRIX: Alpha-2B adrenergic receptor radioligand binding (ligand: Rauwolscine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
219682,5371,4571,Alpha-ketoglutarate-dependent dioxygenase FTO,Unclassified,Q9C0B1,FTO,FTO_HUMAN,5.01,IC50,Inhibition of human hexahistidine-tagged full-length FTO expressed in Escherichia coli BL21 (DE3) using 3-methylthymidine as substrate assessed as inhibition of 3-methylthymidine conversion to thymidine after 1 hr by liquid chromatographic analysis,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
217145,2042,1971,Vasopressin V1a receptor,GPCR,P30560,Avpr1a,V1AR_RAT,6.1,Ki,,IUPHAR,=,,,,,AGONIST,,,,,Rattus norvegicus
164843,2436,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,6.38,Kd,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
185161,2544,2248,Serine/threonine-protein kinase DCLK1,Kinase,O15075,DCLK1,DCLK1_HUMAN,6.43,Kd,Binding constant for DCAMKL1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
162353,564,2501,Penicillin-binding protein 2,Enzyme,P0AD65,mrdA,PBP2_ECOLI,6.213,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200995,INHIBITOR,,,,,Escherichia coli (strain K12)
221412,5487,3193,Growth hormone secretagogue receptor type 1,GPCR,Q92847,GHSR,GHSR_HUMAN,8.14,IC50,Anamorelin  competitively  inhibited  the  binding  of  human  ghrelin  to  GHS-R1a,DRUG LABEL,=,1.0,DRUG LABEL,https://www.pmda.go.jp/files/000242929.pdf,https://www.pmda.go.jp/files/000242929.pdf,AGONIST,1.0,Tclin,3263.0,3263.0,Homo sapiens
216628,887,1732,Alpha-1A adrenergic receptor,GPCR,P43140,Adra1a,ADA1A_RAT,8.79,IC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
183373,2787,1797,M1 family aminopeptidase,Enzyme,O96935,,AMP1_PLAFQ,6.72,Ki,Inhibition of Plasmodium falciparum recombinant M1-aminopeptidase expressed in Escherichia coli after 40 mins uisng fluorogenic substrate L-Leucyl-7-amido-40-methylcoumarin by fluorescence spectrophotometry,CHEMBL,=,,,,,,,,,,Plasmodium falciparum (isolate FcB1 / Columbia)
180836,1497,2593,Dihydrofolate reductase,Enzyme,P9WNX1,folA,DYR_MYCTU,9.0,Ki,Inhibition of Mycobacterium tuberculosis dihydrofolate reductase,CHEMBL,=,,,,,,,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
162774,403,131,5-hydroxytryptamine receptor 1D,GPCR,P28221,HTR1D,5HT1D_HUMAN,8.0,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
186132,2767,1816,Amine oxidase [flavin-containing] B,Enzyme,P19643,Maob,AOFB_RAT,4.96,Ki,Uncompetitive inhibition of rat MAOB expressed in Pichia pastoris,CHEMBL,=,,,,,,,,,,Rattus norvegicus
215100,5133,3486,Apoptosis regulator Bcl-W,Cytosolic other,Q92843,BCL2L2,B2CL2_HUMAN,6.611,Ki,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/23291630,,INHIBITOR,,Tchem,583.0,,Homo sapiens
183634,3025,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.73,Ki,Displacement of [3H] N-methylscopolamine from human muscarinic M3 receptor expressed in CHOK1 cells after 30 mins by scintillation counting analysis,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
36979,2123,470,Cytochrome P450 2C19,Enzyme,P33261,CYP2C19,CP2CJ_HUMAN,6.097,IC50,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
27245,2639,130,5-hydroxytryptamine receptor 1B,GPCR,P28222,HTR1B,5HT1B_HUMAN,6.821,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
34352,671,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,8.036,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
184365,2742,2077,Cholinesterase,Enzyme,P81908,BCHE,CHLE_HORSE,5.13,IC50,Inhibition of Equine serum BChE using butyrylthiocholine iodide as a substrate after 20 mins by Ellman's assay,CHEMBL,=,,,,,,,,,,Equus caballus
185211,2544,2338,Serine/threonine-protein kinase ICK,Kinase,Q9UPZ9,ICK,ICK_HUMAN,6.33,Kd,Binding affinity to ICK,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
219309,285,2077,Cholinesterase,Enzyme,P81908,BCHE,CHLE_HORSE,6.92,IC50,Inhibition of equine serum BuChE using S-butyrylthiocholine iodide as substrate preincubated for 60 mins followed by substrate addition measured after 5 mins by Ellman's method,CHEMBL,=,,,,,,,,,,Equus caballus
219757,5244,4558,Nonstructural protein 5A,Unclassified,Q5L478,NS5A,Q5L478_9HEPC,10.19,EC50,Inhibition of NS5A in HuH7 cell infected HCV genotype 1a H77 assessed as decrease in viral replication after 3 days in presence of 40% human plasma by luciferase reporter gene assay,CHEMBL,=,,,,,,,,,,Hepatitis C virus
185934,1805,3607,P-glycoprotein 3,Transporter,P21447,Abcb1a,MDR1A_MOUSE,4.7,Kd,Compound was tested for the binding affinity towards recombinant NBD2 C-terminal cytotoxic nucleotide-binding domain of mouse P-Glycoprotein,CHEMBL,=,,,,,,,,,,Mus musculus
219774,2646,4522,Macrophage migration inhibitory factor,Unclassified,P14174,MIF,MIF_HUMAN,4.8,IC50,Inhibition of recombinant human MIF expressed in Escherichia coli BL21(DE3) using L-dopa as substrate,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
217153,2144,4075,Probable G-protein coupled receptor 139,GPCR,Q6DWJ6,GPR139,GP139_HUMAN,4.51,IC50,Measured using a GTP&gamma;S assay in transfected COS7 cells.,IUPHAR,=,,,,,AGONIST,,,,,Homo sapiens
216590,1310,1996,Metabotropic glutamate receptor 6,GPCR,P35349,Grm6,GRM6_RAT,4.8,EC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
184021,1129,2514,Solute carrier family 22 member 3,Transporter,O75751,SLC22A3,S22A3_HUMAN,4.97,IC50,Inhibition of human OCT3-mediated ASP+ uptake expressed in HEK293 cells after 3 mins by fluorescence assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
27595,1971,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,5.921,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
222609,4866,789,Serine/threonine-protein kinase PLK4,Kinase,O00444,PLK4,PLK4_HUMAN,5.15,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
216868,5155,924,G-protein coupled bile acid receptor 1,GPCR,Q8TDU6,GPBAR1,GPBAR_HUMAN,7.0,EC50,,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
222482,4942,382,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,5.42,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
37323,2338,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,6.558,Ki,DRUGMATRIX: Muscarinic M4 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
221294,2001,5482,Neuraminidase,Enzyme,Q6XV28,,NRAM_I77AG,7.82,IC50,Inhibition of Influenza A virus A/duck/Guangdong/674/2014(H5N6) neuraminidase N6 using fluorogenic MUNANA as substrate preincubated for 10 mins followed by substrate addition measured after 40 to 60 mins by fluorescence-based assay,CHEMBL,=,,,,,,,,,,Influenza A virus
164385,816,154,Gamma-aminobutyric acid type B receptor subunit 2,GPCR,O75899,GABBR2,GABR2_HUMAN,8.027,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
215448,134,265,Bile salt export pump,Transporter,O95342,ABCB11,ABCBB_HUMAN,5.04,IC50,,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
33894,249,1721,Membrane-associated progesterone receptor component 1,Membrane receptor,P70580,Pgrmc1,PGRC1_RAT,6.733,Ki,DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
189064,4903,1945,Glycogen synthase kinase-3 alpha,Kinase,P49840,GSK3A,GSK3A_HUMAN,6.37,Kd,Binding constant for GSK3A kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
217964,5231,2088,Ribosomal protein S6 kinase beta-1,Kinase,P23443,RPS6KB1,KS6B1_HUMAN,5.89,Kd,Binding constant for S6K1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
215921,1637,3891,Cytoplasmic zinc-finger protein,Unclassified,G5EF15,pos-1,G5EF15_CAEEL,4.58,EC50,Active,CHEMBL,=,,,,,,,,,,Caenorhabditis elegans
182056,256,1754,Sodium-dependent dopamine transporter,Transporter,P23977,Slc6a3,SC6A3_RAT,5.85,Ki,Inhibition of [3H]- DA reuptake into rat striatal synaptosomes,CHEMBL,=,,,,,,,,,,Rattus norvegicus
182045,1899,2845,Cyclooxygenase,Enzyme,P35355|Q63921,Ptgs2|Ptgs1,PGH2_RAT|PGH1_RAT,7.0,IC50,Inhibitory activity against Prostaglandin G/H synthase,CHEMBL,=,,,,,,,,,,Rattus norvegicus
222322,4715,2461,Dual specificity mitogen-activated protein kinase kinase 5,Kinase,Q13163,MAP2K5,MP2K5_HUMAN,5.62,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
219069,949,4130,"Carbonic anhydrase, alpha family",Unclassified,Q31FD6,,Q31FD6_HYDCU,8.15,Ki,Inhibition of recombinant Thiomicrospira crunogena XCL-2 carbonic anhydrase by stopped flow CO2 hydrase assay,CHEMBL,=,,,,,,,,,,Hydrogenovibrio crunogenus (strain XCL-2)
164967,406,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,7.85,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
219758,4912,4558,Nonstructural protein 5A,Unclassified,Q5L478,NS5A,Q5L478_9HEPC,10.85,EC50,Inhibition of NS5A in HuH7 cell infected HCV genotype 1a H77 assessed as decrease in viral replication after 3 days by luciferase reporter gene assay,CHEMBL,=,,,,,,,,,,Hepatitis C virus
185192,2544,2344,Microtubule-associated serine/threonine-protein kinase 1,Kinase,Q9Y2H9,MAST1,MAST1_HUMAN,6.7,Kd,Binding affinity to MAST1,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
164693,1342,107,Alpha-2B adrenergic receptor,GPCR,P18089,ADRA2B,ADA2B_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
162779,128,130,5-hydroxytryptamine receptor 1B,GPCR,P28222,HTR1B,5HT1B_HUMAN,8.0,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1505,AGONIST,,Tclin,,,Homo sapiens
27381,2436,117,Muscarinic acetylcholine receptor M5,GPCR,P08912,CHRM5,ACM5_HUMAN,5.721,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
182210,1796,1865,D(3) dopamine receptor,GPCR,P19020,Drd3,DRD3_RAT,5.82,Ki,Tested for binding affinity against dopamine receptor D3 expressed in Sf9 cells.,CHEMBL,=,,,,,,,,,,Rattus norvegicus
183403,1728,249,Delta-type opioid receptor,GPCR,P41143,OPRD1,OPRD_HUMAN,5.96,IC50,Binding affinity against delta-opiate receptor (human) using [3H]-DPDPE radioligand,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
163366,956,112,Histamine H4 receptor,GPCR,Q9H3N8,HRH4,HRH4_HUMAN,6.79,EC50,,WOMBAT-PK,=,,,,,,,Tchem,,,Homo sapiens
36977,2123,268,Cytochrome P450 2C9,Enzyme,P11712,CYP2C9,CP2C9_HUMAN,5.398,IC50,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
185962,1115,1743,Reverse transcriptase/RNaseH,Enzyme,Q72547,pol,Q72547_9HIV1,9.22,IC50,Inhibition of HIV1 isolate R8 reverse transcriptase after 90 mins,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL308954,INHIBITOR,,,,,Human immunodeficiency virus 1
171345,4223,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,7.15,IC50,,IUPHAR,=,,,,,AGONIST,,Tclin,,,Homo sapiens
37087,2274,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,6.721,Ki,DRUGMATRIX: Muscarinic M4 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
183907,2068,2607,P2X purinoceptor 4,Ion channel,Q99571,P2RX4,P2RX4_HUMAN,5.33,IC50,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced cytosolic calcium influx preincubated for 30 mins followed by ATP addition by Fluo-4 AM dye-based fluorescence assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
