id,descr,category,keyword
KW-0290,"Protein that binds folate, the ionic form of folic acid.",Ligand,Folate-binding
KW-0899,"Viral protein involved in host immune evasion thereby optimizing viral growth and dissemination. Viral immune evasion strategies are typical of viruses which persist in their host throughout life. For example: Herpesviridae, Adenoviridae, Poxviridae and Retroviridae have developed subversions of the MHC class I antigen-presentation pathway. In order to reduce the effectiveness of cytotoxic T-lymphocytes immunity, they express proteins that either down-modulate MHC class I expression (degradation or mislocalization) or interfere with the antigen binding/presentation process (down-regulation of the expression of the transporter associated with antigen processing TAP). Some proteins of these virus families also down-regulate other molecules involved in immune recognition.",Biological process,Viral immunoevasion
KW-0267,Enzyme which excises abnormal or mismatched nucleotides from a DNA strand.,Molecular function,Excision nuclease
KW-0786,"Protein which contains at least one thiamine pyrophosphate, the active form of vitamin B1 (thiamine). It is a required coenzyme for the pyruvate decarboxylase, pyruvate dehydrogenase and ketoglutarate dehydrogenase reactions.",Ligand,Thiamine pyrophosphate
KW-1221,Protein which interferes with the function of calcium-activated potassium channels (KCa) which are membrane proteins forming a channel in a biological membrane selectively permeable to potassium ions and gated by intracellular calcium. They are mostly found in snake and scorpion venoms.,Molecular function,Calcium-activated potassium channel impairing toxin
KW-0146,"Protein involved in the breakdown of chitin, a linear polysaccharide consisting of (1->4)-beta-linked D-glucosamine residues, most of which are N-acetylated.",Biological process,Chitin degradation
KW-1227,"Viral protein part of the virion tail of prokaryotic viruses such as Caudovirales. The tail is usually composed of a tube, a tail sheath when contractile, a base plate or tip and tail long or short fibers.",Cellular component,Viral tail protein
KW-0004,"Protein which contains at least one 4Fe-4S iron-sulfur cluster: 4 iron atoms complexed to 4 inorganic sulfides and 4 sulfur atoms of cysteines from the protein. In a number of iron-sulfur proteins, the 4Fe-4S cluster can be reversibly converted by oxidation and loss of one iron ion to a 3Fe-4S cluster.",Ligand,4Fe-4S
KW-0731,"Initiation factors that bind to bacterial DNA-dependent RNA polymerases and promote attachment to specific initiation sites on DNA. Following attachment, the sigma factor is released.",Molecular function,Sigma factor
KW-0917,"Viral protein involved in the maturation of the immature virion into the mature virion, once the virion has been released from the host cell. Maturation usually involves proteolysis events and changes in the folding of the virion proteins.",Biological process,Virion maturation
KW-1071,"Protein which forms or is a component of a ligand-gated channel. Ligand-gated channels are transmembrane ion channels whose permeability is increased by the binding of a specific ligand, such as neurotransmitters, ionositol triphosphates, and cyclic nucleotides.",Molecular function,Ligand-gated ion channel
KW-0791,Protein involved in the synthesis of the essential amino acid threonine.,Biological process,Threonine biosynthesis
KW-1130,"Viral protein involved in the modulation of the host ubiquitin pathway. The ubiquitination pathway comprises E1, E2, and E3 ligases that conjugate ubiquitin to protein substrate. Usually, the host E3 ligase determines the substrate specificity. Some viruses encode E3 ligases that modulate the substrate specificity of host E3 ligases. Alternatively, some viruses encode deubiquitinases able to remove ubiquitin or ubiquitin-like proteins from their substrate.",Biological process,Modulation of host ubiquitin pathway by virus
KW-1204,"Toxin which activates the blood coagulation cascade, which leads to the production of fibrin clots. Blood coagulation activating toxins include a variety of snake venom proteases.",Molecular function,Blood coagulation cascade activating toxin
KW-0587,Protein involved in the biochemical reactions with phenylpropanoids.,Biological process,Phenylpropanoid metabolism
KW-0395,"Protein involved in the localized protective response to tissue damage, microbial infection, or the presence of foreign matter. It is characterized by swelling, redness, heat and pain and involves a complex series of events including vascular changes and accumulation of blood cells, such as neutrophil leucocytes and mononuclear phagocytes, at the site of injury.",Biological process,Inflammatory response
KW-1188,"Viral protein involved in the release of virions from an infected cell to allow cell-to-cell spread of virus. Once assembled at the replication site, viral particles can be released by budding, exocytosis, or host cell lysis. Some viruses also mediate direct transport of their viral genome to adjacent cells thanks to movement proteins.",Biological process,Virus exit from host cell
KW-0107,"Cell membrane glycoprotein forming a channel in a biological membrane selectively permeable to calcium ions. Calcium is essential for a variety of bodily functions, such as neurotransmission, muscle contraction and proper heart function.",Molecular function,Calcium channel
KW-0596,"Protein which contains at least one phosphopantetheine as the prosthetic group. In acyl carrier proteins (ACP) for example, it serves as a 'swinging arm' for the attachment of activated fatty acid and amino-acid groups.",PTM,Phosphopantetheine
KW-0298,"Protein involved in the biochemical reactions with galactitol. This sugar alcohol is derived from galactose. It can be found in certain bacteria, yeasts, fungi and plants. In humans, the congenital galactosemic cataracts are due to an accumulation of galactitol within the lens.",Biological process,Galactitol metabolism
KW-0135,"Protein involved in the synthesis of cellulose, a linear polymer of (1-4)-beta-linked D-glucose subunits. It is the most abundant cell-wall and structural polysaccharide in plants and it is also found in some lower invertebrates. Cellulose is the major component of wood and thus of paper. Cotton is the purest natural form of cellulose. As a raw material, it forms the basis for many derivatives used in chromatography, ion exchange materials, explosives manufacturing and pharmaceutical preparations.",Biological process,Cellulose biosynthesis
