id,code,chemical_substance,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,l4_code,l4_name,chemical_substance_count
4326,P03AA02,potassium polysulfide,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AA,Sulfur containing products,0
3092,L01FX13,enfortumab vedotin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,1
3998,N05CA16,hexobarbital,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, plain",1
2491,J01FF02,lincomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FF,Lincosamides,1
3486,M03AC07,doxacurium chloride,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,1
1292,C07AA02,oxprenolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",1
2515,J01MA07,lomefloxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,Fluoroquinolones,1
2507,J01GB13,bekanamycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01G,AMINOGLYCOSIDE ANTIBACTERIALS,J01GB,Other aminoglycosides,1
3975,N05BC03,emylcamate,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BC,Carbamates,1
901,B06AA03,hyaluronidase,B,BLOOD AND BLOOD FORMING ORGANS,B06,OTHER HEMATOLOGICAL AGENTS,B06A,OTHER HEMATOLOGICAL AGENTS,B06AA,Enzymes,1
496,A10BH03,saxagliptin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,1
245,A05AX03,cyclobutyrol,A,ALIMENTARY TRACT AND METABOLISM,A05,BILE AND LIVER THERAPY,A05A,BILE THERAPY,A05AX,Other drugs for bile therapy,1
522,A10BX06,benfluorex,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",1
4783,S01AA30,combinations of different antibiotics,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics,0
835,B05AA05,dextran,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,BLOOD AND RELATED PRODUCTS,B05AA,Blood substitutes and plasma protein fractions,0
279,A06AC05,linseed,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AC,Bulk-forming laxatives,0
2280,H03AA04,tiratricol,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,1
1397,C09AA12,delapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",1
2367,J01CR01,ampicillin and beta-lactamase inhibitor,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors",1
2716,J05AR06,"emtricitabine, tenofovir disoproxil and efavirenz",J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AR,"Antivirals for treatment of HIV infections, combinations",3
4510,R03BB02,oxitropium bromide,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03BB,Anticholinergics,1
1485,C10AB10,clofibride,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,1
2614,J04AD03,ethionamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AD,Thiocarbamide derivatives,1
4553,R03DA11,doxofylline,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,1
326,A07AA01,neomycin,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,1
268,A06AB09,bisoxatin,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AB,Contact laxatives,1
1769,D07CC03,fludroxycortide and antibiotics,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",D07CC,"Corticosteroids, potent, combinations with antibiotics",1
1941,G01AA10,clindamycin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AA,Antibiotics,1
2677,J05AG01,nevirapine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AG,Non-nucleoside reverse transcriptase inhibitors,1
512,A10BK02,canagliflozin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,1
45,A02AA04,magnesium hydroxide,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AA,Magnesium compounds,1
3174,L01XX75,tebentafusp,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,1
4386,R01AC07,nedocromil,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AC,"Antiallergic agents, excl. corticosteroids",1
2323,J01AA56,"oxytetracycline, combinations",J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,1
33,A01AC04,prednisolone,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AC,Corticosteroids for local oral treatment,1
809,B03AD05,ferrous gluconate and folic acid,B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AD,Iron in combination with folic acid,2
16,A01AB11,various,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,0
3835,N03AX26,fenfluramine,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics,1
4278,P01BF03,artesunate and amodiaquine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations",2
3057,L01FC01,daratumumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FC,CD38 (Clusters of Differentiation 38) inhibitors,1
2662,J05AE10,darunavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors,1
2289,H03BC01,potassium perchlorate,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BC,Perchlorates,1
1728,D07AC02,fluclorolone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AC,"Corticosteroids, potent (group III)",1
2765,J06BA02,"immunoglobulins, normal human, for intravascular adm.",J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BA,"Immunoglobulins, normal human",0
2116,G03FA08,megestrol and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
558,A11HA32,pantethine,A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS,A11HA,Other plain vitamin preparations,1
74,A02BA51,"cimetidine, combinations",A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA,H2-receptor antagonists,1
1566,D01AC13,omoconazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,1
192,A03CA06,bevonium and psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,1
5313,V09HB02,indium (111In) tropolonate labelled cells,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09H,INFLAMMATION AND INFECTION DETECTION,V09HB,Indium (111In) compounds,0
4265,P01BB51,proguanil and atovaquone,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BB,Biguanides,2
4420,R01BA51,"phenylpropanolamine, combinations",R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE,R01BA,Sympathomimetics,1
3691,N02AJ17,oxycodone and paracetamol,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,2
2984,L01EB07,dacomitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,1
1213,C04AC02,nicotinyl alcohol (pyridylcarbinol),C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AC,Nicotinic acid and derivatives,1
4986,S01XA09,iodoheparinate,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,0
1344,C07DB01,"atenolol, thiazides and other diuretics",C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07D,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS",C07DB,"Beta blocking agents, selective, thiazides and other diuretics",1
1140,C03AA07,cyclopenthiazide,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AA,"Thiazides, plain",1
4721,R06AX17,ketotifen,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use,1
5217,V08AD02,iopydol,V,VARIOUS,V08,CONTRAST MEDIA,V08A,"X-RAY CONTRAST MEDIA, IODINATED",V08AD,Non-watersoluble X-ray contrast media,1
3001,L01EF01,palbociclib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EF,Cyclin-dependent kinase (CDK) inhibitors,1
2405,J01DD07,ceftizoxime,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,1
2342,J01CA16,sulbenicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,1
3012,L01EJ02,fedratinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EJ,Janus-associated kinase (JAK) inhibitors,1
4970,S01LA02,anecortave,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,1
3561,M05BX06,romosozumab,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BX,Other drugs affecting bone structure and mineralization,1
2634,J04BA50,dapsone and rifampicin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04B,DRUGS FOR TREATMENT OF LEPRA,J04BA,Drugs for treatment of lepra,2
1731,D07AC05,fluocortolone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AC,"Corticosteroids, potent (group III)",1
1964,G01AF12,fenticonazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,Imidazole derivatives,1
2044,G03AB03,levonorgestrel and ethinylestradiol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations",2
667,A16AX30,sodium benzoate and sodium phenylacetate,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AX,Various alimentary tract and metabolism products,2
3295,L04AA47,inebilizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
583,A12CB02,zinc gluconate,A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12C,OTHER MINERAL SUPPLEMENTS,A12CB,Zinc,1
199,A03CB02,belladonna total alkaloids and psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics,0
4827,S01BA07,fluorometholone,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BA,"Corticosteroids, plain",1
1313,C07AB09,esmolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective",1
4696,R06AD52,"promethazine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives,1
3945,N05AX17,pimavanserin,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AX,Other antipsychotics,1
128,A03AA07,dicycloverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",1
1976,G01AX01,clodantoin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AX,Other antiinfectives and antiseptics,1
2594,J02AX01,flucytosine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use,1
2048,G03AB07,chlormadinone and ethinylestradiol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations",2
1102,C02KX01,bosentan,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,1
2934,L01BC52,"fluorouracil, combinations",L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BC,Pyrimidine analogues,1
919,C01AA03,digitalis leaves,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01A,CARDIAC GLYCOSIDES,C01AA,Digitalis glycosides,0
2958,L01DB02,daunorubicin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01DB,Anthracyclines and related substances,1
238,A05AA01,chenodeoxycholic acid,A,ALIMENTARY TRACT AND METABOLISM,A05,BILE AND LIVER THERAPY,A05A,BILE THERAPY,A05AA,Bile acids and derivatives,1
4541,R03CC53,"terbutaline, combinations",R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,Selective beta-2-adrenoreceptor agonists,1
3305,L04AA57,ublituximab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
2458,J01ED01,sulfadimethoxine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides,1
1004,C01DA14,isosorbide mononitrate,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,1
3649,N02AA08,dihydrocodeine,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,1
4678,R06AB56,"dexbrompheniramine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines,1
5154,V04CF01,tuberculin,V,VARIOUS,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS,V04CF,Tuberculosis diagnostics,0
1963,G01AF11,ketoconazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,Imidazole derivatives,1
4555,R03DA20,combinations of xanthines,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,0
2049,G03AB08,dienogest and estradiol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AB,"Progestogens and estrogens, sequential preparations",2
4036,N05CM02,clomethiazole,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,1
595,A12CC30,magnesium (different salts in combination),A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12C,OTHER MINERAL SUPPLEMENTS,A12CC,Magnesium,0
4723,R06AX19,azelastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use,1
2111,G03FA03,ethisterone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
4681,R06AC03,chloropyramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines,1
381,A07XA01,albumin tannate,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07X,OTHER ANTIDIARRHEALS,A07XA,Other antidiarrheals,0
4127,N06BA03,metamfetamine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,1
4939,S01GX01,cromoglicic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
3563,M05BX08,menatetrenone,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BX,Other drugs affecting bone structure and mineralization,1
861,B05CA06,mandelic acid,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CA,Antiinfectives,1
167,A03AX07,proxazole,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,1
2002,G02BA03,plastic IUD with progestogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02B,CONTRACEPTIVES FOR TOPICAL USE,G02BA,Intrauterine contraceptives,0
1609,D02BA01,aminobenzoic acid,D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02B,PROTECTIVES AGAINST UV-RADIATION,D02BA,Protectives against UV-radiation for topical use,1
1775,D07XA02,prednisolone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XA,"Corticosteroids, weak, other combinations",1
614,A16AA02,ademetionine,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AA,Amino acids and derivatives,1
2772,J06BB07,vaccinia immunoglobulin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BB,Specific immunoglobulins,0
2286,H03BB01,carbimazole,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BB,Sulfur-containing imidazole derivatives,1
75,A02BA53,"famotidine, combinations",A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA,H2-receptor antagonists,1
672,B01AA07,acenocoumarol,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AA,Vitamin K antagonists,1
3629,N01BB09,ropivacaine,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BB,Amides,1
168,A03AX08,alverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,1
2803,J07AG52,"haemophilus influenzae B, combinations with pertussis and toxoids",J,ANTIINFECTIVES FOR SYSTEMIC USE,J07,VACCINES,J07A,BACTERIAL VACCINES,J07AG,Haemophilus influenzae B vaccines,0
177,A03AX58,"alverine, combinations",A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,1
